algorithm,task,seed,wall_time,success_rate,return,env_samples
Squint,SO101PlaceCan-v1,5,799.9658856792375,100.0,40.27888488769531,1400832.0
Squint,SO101PlaceCan-v1,5,854.8050483152037,93.75,37.415950775146484,1500160.0
Squint,SO101PlaceCan-v1,4,2.7564988271333277,0.0,-30.07503890991211,0.0
Squint,SO101PlaceCan-v1,4,78.39969530620147,0.0,11.168798446655273,100352.0
Squint,SO101PlaceCan-v1,4,135.56581639125943,6.25,22.514114379882812,200704.0
Squint,SO101PlaceCan-v1,4,191.76608602819033,81.25,32.85948181152344,300032.0
Squint,SO101PlaceCan-v1,4,247.68873578030616,93.75,36.045326232910156,400384.0
Squint,SO101PlaceCan-v1,4,303.7172925793566,87.5,33.06452941894531,500736.0
Squint,SO101PlaceCan-v1,4,358.89322146831546,100.0,37.790245056152344,600064.0
Squint,SO101PlaceCan-v1,4,414.5527184183011,100.0,37.909446716308594,700416.0
Squint,SO101PlaceCan-v1,4,470.2835122314282,93.75,36.47386169433594,800768.0
Squint,SO101PlaceCan-v1,4,525.0687339974102,87.5,33.772274017333984,900096.0
Squint,SO101PlaceCan-v1,4,580.4325803824468,87.5,35.267295837402344,1000448.0
Squint,SO101PlaceCan-v1,4,635.5854046124732,81.25,32.42577362060547,1100800.0
Squint,SO101PlaceCan-v1,4,690.1894901035121,93.75,34.2171630859375,1200128.0
Squint,SO101PlaceCan-v1,4,745.236770372605,93.75,36.48786163330078,1300480.0
Squint,SO101PlaceCan-v1,4,800.3614381566877,93.75,37.653282165527344,1400832.0
Squint,SO101PlaceCan-v1,4,854.8592085066484,100.0,39.187774658203125,1500160.0
SAC,SO101PlaceCan-v1,1,3.0546061749919318,0.0,-2.617177963256836,0.0
SAC,SO101PlaceCan-v1,1,105.55494361894671,0.0,12.389073371887207,100352.0
SAC,SO101PlaceCan-v1,1,155.6894416999421,0.0,16.228927612304688,200704.0
SAC,SO101PlaceCan-v1,1,205.79756259091664,0.0,18.317575454711914,300032.0
SAC,SO101PlaceCan-v1,1,256.13135026290547,0.0,20.67236328125,400384.0
SAC,SO101PlaceCan-v1,1,306.2007728178869,12.5,25.08780288696289,500736.0
SAC,SO101PlaceCan-v1,1,355.55630158493295,81.25,32.77577209472656,600064.0
SAC,SO101PlaceCan-v1,1,405.0414773100056,75.0,29.861682891845703,700416.0
SAC,SO101PlaceCan-v1,1,454.02059768902836,93.75,34.59073257446289,800768.0
SAC,SO101PlaceCan-v1,1,502.56133504398167,87.5,33.01463317871094,900096.0
SAC,SO101PlaceCan-v1,1,551.2738030659966,93.75,37.25749206542969,1000448.0
SAC,SO101PlaceCan-v1,1,600.2918404699885,93.75,36.42533874511719,1100800.0
SAC,SO101PlaceCan-v1,1,648.657147179998,100.0,36.34160614013672,1200128.0
SAC,SO101PlaceCan-v1,1,697.4389710699324,93.75,35.682430267333984,1300480.0
SAC,SO101PlaceCan-v1,1,745.8796374569065,100.0,37.392112731933594,1400832.0
SAC,SO101PlaceCan-v1,1,793.820824264898,93.75,35.1380615234375,1500160.0
SAC,SO101PlaceCan-v1,1,842.3411915288889,100.0,36.09856414794922,1600512.0
SAC,SO101PlaceCan-v1,1,891.3414700948633,100.0,38.44916534423828,1700864.0
SAC,SO101PlaceCan-v1,1,939.3587118288851,100.0,37.97434616088867,1800192.0
SAC,SO101PlaceCan-v1,1,972.4922926219297,93.75,35.362274169921875,1868800.0
SAC,SO101PlaceCan-v1,2,2.934784297947772,0.0,-16.891521453857422,0.0
SAC,SO101PlaceCan-v1,2,72.71269508695696,0.0,8.952573776245117,100352.0
SAC,SO101PlaceCan-v1,2,121.77580436092103,0.0,15.800498008728027,200704.0
SAC,SO101PlaceCan-v1,2,170.0748127368861,0.0,20.769289016723633,300032.0
SAC,SO101PlaceCan-v1,2,218.81856625387445,0.0,16.894134521484375,400384.0
SAC,SO101PlaceCan-v1,2,267.50124376488384,0.0,19.18505096435547,500736.0
SAC,SO101PlaceCan-v1,2,315.77398777892813,0.0,19.524559020996094,600064.0
SAC,SO101PlaceCan-v1,2,364.6799321428989,0.0,20.621627807617188,700416.0
SAC,SO101PlaceCan-v1,2,413.4600955718779,18.75,24.19798469543457,800768.0
SAC,SO101PlaceCan-v1,2,462.11487425287487,81.25,32.21202087402344,900096.0
SAC,SO101PlaceCan-v1,2,510.8111363858334,93.75,35.408843994140625,1000448.0
SAC,SO101PlaceCan-v1,2,559.3600126858801,100.0,37.62289047241211,1100800.0
SAC,SO101PlaceCan-v1,2,607.606084482919,81.25,32.82598876953125,1200128.0
SAC,SO101PlaceCan-v1,2,656.1484675478423,81.25,34.86389923095703,1300480.0
SAC,SO101PlaceCan-v1,2,704.7796770068817,87.5,35.393768310546875,1400832.0
SAC,SO101PlaceCan-v1,2,752.8184142418904,100.0,38.62397766113281,1500160.0
SAC,SO101PlaceCan-v1,2,801.3207964618341,93.75,35.785911560058594,1600512.0
SAC,SO101PlaceCan-v1,2,849.8958758548833,100.0,37.7386589050293,1700864.0
SAC,SO101PlaceCan-v1,2,897.8967488188064,100.0,38.15667724609375,1800192.0
SAC,SO101PlaceCan-v1,2,946.5831781058223,93.75,37.223793029785156,1900544.0
SAC,SO101PlaceCan-v1,2,972.3644653868396,93.75,37.36016082763672,1953792.0
SAC,SO101PlaceCan-v1,5,2.8522104589501396,0.0,-10.007438659667969,0.0
SAC,SO101PlaceCan-v1,5,73.21251508593559,0.0,12.561214447021484,100352.0
SAC,SO101PlaceCan-v1,5,123.16558993392391,0.0,15.209417343139648,200704.0
SAC,SO101PlaceCan-v1,5,172.75115361396456,0.0,17.976394653320312,300032.0
SAC,SO101PlaceCan-v1,5,222.60796031891368,0.0,19.367835998535156,400384.0
SAC,SO101PlaceCan-v1,5,272.212732110871,0.0,18.655776977539062,500736.0
SAC,SO101PlaceCan-v1,5,321.6211204509018,6.25,21.878250122070312,600064.0
SAC,SO101PlaceCan-v1,5,371.71451473789057,37.5,28.969703674316406,700416.0
SAC,SO101PlaceCan-v1,5,421.22863481589593,68.75,29.41403579711914,800768.0
SAC,SO101PlaceCan-v1,5,470.0188005238888,87.5,33.83705139160156,900096.0
SAC,SO101PlaceCan-v1,5,518.9022099858848,81.25,30.498764038085938,1000448.0
SAC,SO101PlaceCan-v1,5,568.0807154278737,100.0,38.089256286621094,1100800.0
SAC,SO101PlaceCan-v1,5,616.7823425528477,93.75,35.79706573486328,1200128.0
SAC,SO101PlaceCan-v1,5,665.8732823028695,100.0,37.11296081542969,1300480.0
SAC,SO101PlaceCan-v1,5,714.935795409896,100.0,39.122962951660156,1400832.0
SAC,SO101PlaceCan-v1,5,763.8117672558874,93.75,34.79362487792969,1500160.0
SAC,SO101PlaceCan-v1,5,812.6104082359234,93.75,36.35169982910156,1600512.0
SAC,SO101PlaceCan-v1,5,862.1894497349276,100.0,39.017333984375,1700864.0
SAC,SO101PlaceCan-v1,5,910.6760131569463,100.0,39.153053283691406,1800192.0
SAC,SO101PlaceCan-v1,5,960.227154264925,100.0,37.521629333496094,1900544.0
SAC,SO101PlaceCan-v1,5,972.3598678179551,81.25,29.968137741088867,1926144.0
SAC,SO101PlaceCan-v1,3,2.731716834998224,0.0,-7.824625492095947,0.0
SAC,SO101PlaceCan-v1,3,73.29596436099382,0.0,11.549539566040039,100352.0
SAC,SO101PlaceCan-v1,3,124.18489846895682,0.0,17.967254638671875,200704.0
SAC,SO101PlaceCan-v1,3,174.29301938897697,0.0,17.896265029907227,300032.0
SAC,SO101PlaceCan-v1,3,224.42815959494328,0.0,20.67748260498047,400384.0
SAC,SO101PlaceCan-v1,3,274.48798544489546,0.0,17.946361541748047,500736.0
SAC,SO101PlaceCan-v1,3,323.83073578291805,0.0,19.622482299804688,600064.0
SAC,SO101PlaceCan-v1,3,373.48180710396264,0.0,20.449308395385742,700416.0
SAC,SO101PlaceCan-v1,3,423.2992931319168,0.0,20.21404266357422,800768.0
SAC,SO101PlaceCan-v1,3,472.6600814368576,0.0,20.322498321533203,900096.0
SAC,SO101PlaceCan-v1,3,522.5262463728432,12.5,23.37409210205078,1000448.0
SAC,SO101PlaceCan-v1,3,572.3781624808325,93.75,34.95963668823242,1100800.0
SAC,SO101PlaceCan-v1,3,621.1712890528142,75.0,31.958831787109375,1200128.0
SAC,SO101PlaceCan-v1,3,670.1065851667663,93.75,37.794776916503906,1300480.0
SAC,SO101PlaceCan-v1,3,719.2684922798071,100.0,36.94950866699219,1400832.0
SAC,SO101PlaceCan-v1,3,767.9292017428088,93.75,36.23869705200195,1500160.0
SAC,SO101PlaceCan-v1,3,816.6897621138487,100.0,38.80420684814453,1600512.0
SAC,SO101PlaceCan-v1,3,866.1112045568298,93.75,34.463722229003906,1700864.0
SAC,SO101PlaceCan-v1,3,914.1299059778103,100.0,36.580528259277344,1800192.0
SAC,SO101PlaceCan-v1,3,963.0321427478339,100.0,38.9294319152832,1900544.0
SAC,SO101PlaceCan-v1,3,972.4367834358709,100.0,38.55729675292969,1920000.0
SAC,SO101PlaceCan-v1,4,2.7611567300045863,0.0,-17.33194923400879,0.0
SAC,SO101PlaceCan-v1,4,73.16099139198195,0.0,2.7415618896484375,100352.0
SAC,SO101PlaceCan-v1,4,123.5937478870037,0.0,17.300045013427734,200704.0
SAC,SO101PlaceCan-v1,4,173.5754288690514,0.0,19.631425857543945,300032.0
SAC,SO101PlaceCan-v1,4,223.9325122270384,0.0,19.334503173828125,400384.0
SAC,SO101PlaceCan-v1,4,274.35178450803505,0.0,21.285247802734375,500736.0
SAC,SO101PlaceCan-v1,4,324.0967164639733,18.75,23.04529571533203,600064.0
SAC,SO101PlaceCan-v1,4,374.25961972400546,75.0,28.01642608642578,700416.0
SAC,SO101PlaceCan-v1,4,423.96505526598776,93.75,35.39213943481445,800768.0
SAC,SO101PlaceCan-v1,4,472.80797228298616,100.0,36.37944793701172,900096.0
SAC,SO101PlaceCan-v1,4,522.0455766859814,93.75,35.51679229736328,1000448.0
SAC,SO101PlaceCan-v1,4,571.1244448329671,100.0,37.324951171875,1100800.0
SAC,SO101PlaceCan-v1,4,619.7465357389883,100.0,34.1517219543457,1200128.0
SAC,SO101PlaceCan-v1,4,668.6445389309665,100.0,36.093692779541016,1300480.0
SAC,SO101PlaceCan-v1,4,717.4364070029696,93.75,36.38072204589844,1400832.0
SAC,SO101PlaceCan-v1,4,765.5117981699295,100.0,36.705299377441406,1500160.0
SAC,SO101PlaceCan-v1,4,814.5873082899489,100.0,36.47791290283203,1600512.0
SAC,SO101PlaceCan-v1,4,863.2805586098693,100.0,38.07820510864258,1700864.0
SAC,SO101PlaceCan-v1,4,911.7955054119229,93.75,36.266605377197266,1800192.0
SAC,SO101PlaceCan-v1,4,960.487049640913,100.0,38.867340087890625,1900544.0
SAC,SO101PlaceCan-v1,4,972.1320133998524,81.25,36.386627197265625,1925120.0
PPO,SO101PlaceCan-v1,1,2.4633487020037137,0.0,-0.34379905462265015,0.0
PPO,SO101PlaceCan-v1,1,108.90662540702033,0.0,15.664534568786621,409600.0
PPO,SO101PlaceCan-v1,1,216.90130644102464,0.0,15.444453239440918,819200.0
PPO,SO101PlaceCan-v1,1,322.96433218801394,18.75,21.33403778076172,1228800.0
PPO,SO101PlaceCan-v1,1,428.2832815510046,43.75,25.960556030273438,1638400.0
PPO,SO101PlaceCan-v1,1,531.9125958860095,75.0,28.88418960571289,2048000.0
PPO,SO101PlaceCan-v1,1,633.145077224006,87.5,30.24551773071289,2457600.0
PPO,SO101PlaceCan-v1,1,732.2505783750385,93.75,33.8479118347168,2867200.0
PPO,SO101PlaceCan-v1,1,827.8803263840382,93.75,35.01234817504883,3276800.0
PPO,SO101PlaceCan-v1,1,922.3786179050803,93.75,30.250429153442383,3686400.0
PPO,SO101PlaceCan-v1,1,979.9621713430679,100.0,31.267127990722656,3915776.0
PPO,SO101PlaceCan-v1,3,2.3768257619813085,0.0,-0.3792618215084076,0.0
PPO,SO101PlaceCan-v1,3,108.06559779396048,0.0,10.873598098754883,409600.0
PPO,SO101PlaceCan-v1,3,217.80157955895993,0.0,14.24417781829834,819200.0
PPO,SO101PlaceCan-v1,3,325.29657522097114,0.0,18.918102264404297,1228800.0
PPO,SO101PlaceCan-v1,3,429.9927421519824,12.5,24.11941909790039,1638400.0
PPO,SO101PlaceCan-v1,3,533.837560969987,87.5,31.200424194335938,2048000.0
PPO,SO101PlaceCan-v1,3,633.9625702399935,81.25,29.68161392211914,2457600.0
PPO,SO101PlaceCan-v1,3,734.6515049199515,81.25,27.976118087768555,2867200.0
PPO,SO101PlaceCan-v1,3,835.1680047179689,75.0,28.00832748413086,3276800.0
PPO,SO101PlaceCan-v1,3,934.937890917965,81.25,29.342609405517578,3686400.0
PPO,SO101PlaceCan-v1,3,980.0864785169542,87.5,32.42954635620117,3850240.0
PPO,SO101PlaceCan-v1,2,2.399115306994645,0.0,-0.5351176261901855,0.0
PPO,SO101PlaceCan-v1,2,111.27299262199085,0.0,9.493795394897461,409600.0
PPO,SO101PlaceCan-v1,2,222.90054928095196,0.0,16.078121185302734,819200.0
PPO,SO101PlaceCan-v1,2,333.52979230193887,0.0,14.632622718811035,1228800.0
PPO,SO101PlaceCan-v1,2,441.3748027559486,0.0,18.14026641845703,1638400.0
PPO,SO101PlaceCan-v1,2,547.849134612974,0.0,19.025020599365234,2048000.0
PPO,SO101PlaceCan-v1,2,653.5127297019644,6.25,19.27142333984375,2457600.0
PPO,SO101PlaceCan-v1,2,757.0581594699761,6.25,21.759498596191406,2867200.0
PPO,SO101PlaceCan-v1,2,861.2989262769697,12.5,24.54250717163086,3276800.0
PPO,SO101PlaceCan-v1,2,964.3808428369812,87.5,32.728485107421875,3686400.0
PPO,SO101PlaceCan-v1,2,977.6207207409898,87.5,31.800352096557617,3719168.0
PPO,SO101PlaceCan-v1,4,2.3483242110232823,0.0,-0.40516960620880127,0.0
PPO,SO101PlaceCan-v1,4,109.25809580800706,0.0,11.370330810546875,409600.0
PPO,SO101PlaceCan-v1,4,218.8107784060121,0.0,16.202735900878906,819200.0
PPO,SO101PlaceCan-v1,4,328.6414408000419,0.0,15.386859893798828,1228800.0
PPO,SO101PlaceCan-v1,4,437.0506973450538,0.0,16.17237663269043,1638400.0
PPO,SO101PlaceCan-v1,4,542.7041566930711,0.0,20.347888946533203,2048000.0
PPO,SO101PlaceCan-v1,4,647.3061948520481,0.0,19.616498947143555,2457600.0
PPO,SO101PlaceCan-v1,4,751.1784832430712,6.25,20.488216400146484,2867200.0
PPO,SO101PlaceCan-v1,4,854.2558559110912,56.25,25.99242401123047,3276800.0
PPO,SO101PlaceCan-v1,4,957.0934233920707,68.75,29.057397842407227,3686400.0
PPO,SO101PlaceCan-v1,4,978.3270772650721,87.5,33.20453643798828,3751936.0
PPO,SO101PlaceCan-v1,5,2.393600481998874,0.0,0.3479211926460266,0.0
PPO,SO101PlaceCan-v1,5,108.72688184201252,0.0,15.731529235839844,409600.0
PPO,SO101PlaceCan-v1,5,217.69753262703307,0.0,17.223426818847656,819200.0
PPO,SO101PlaceCan-v1,5,324.6478535270435,0.0,17.225671768188477,1228800.0
PPO,SO101PlaceCan-v1,5,430.35169051701087,0.0,17.375526428222656,1638400.0
PPO,SO101PlaceCan-v1,5,534.1762628930155,12.5,19.925010681152344,2048000.0
PPO,SO101PlaceCan-v1,5,637.3878739929933,81.25,28.47309112548828,2457600.0
PPO,SO101PlaceCan-v1,5,739.9107155050151,75.0,25.84136962890625,2867200.0
PPO,SO101PlaceCan-v1,5,841.3032866219874,87.5,31.29818344116211,3276800.0
PPO,SO101PlaceCan-v1,5,941.6723413199943,75.0,27.264484405517578,3686400.0
PPO,SO101PlaceCan-v1,5,978.522802432999,87.5,33.34782409667969,3817472.0
DrQ-v2,SO101PlaceCan-v1,1,0.007177441999374423,0,-0.5613164700567722,0
DrQ-v2,SO101PlaceCan-v1,1,78.15165099099977,0,-0.8228162841842277,5000
DrQ-v2,SO101PlaceCan-v1,1,174.21775798200542,0,3.8963993632933125,10000
DrQ-v2,SO101PlaceCan-v1,1,272.7162960610076,0,3.4080438091245013,15000
DrQ-v2,SO101PlaceCan-v1,1,371.5720748070089,0,6.410548999905586,20000
DrQ-v2,SO101PlaceCan-v1,1,470.9395866570121,0,6.637514360964997,25000
DrQ-v2,SO101PlaceCan-v1,1,571.4231336110097,0,8.980216271837708,30000
DrQ-v2,SO101PlaceCan-v1,1,672.5844922660108,0,10.483273778739385,35000
DrQ-v2,SO101PlaceCan-v1,1,773.8378873460024,0,9.564435462024994,40000
DrQ-v2,SO101PlaceCan-v1,1,875.8221219580009,0,3.5246796033636203,45000
DrQ-v2,SO101PlaceCan-v1,1,972.0242621730067,0,5.188866544296616,49650
DrQ-v2,SO101PlaceCan-v1,2,0.007662297000933904,0,-1.2210371731285705,0
DrQ-v2,SO101PlaceCan-v1,2,78.86274554100237,0,1.603476085246075,5000
DrQ-v2,SO101PlaceCan-v1,2,176.27882677300659,0,2.078600882552564,10000
DrQ-v2,SO101PlaceCan-v1,2,273.6759629540102,0,6.47946901540854,15000
DrQ-v2,SO101PlaceCan-v1,2,372.4005651510088,0,3.32990137108136,20000
DrQ-v2,SO101PlaceCan-v1,2,470.9105309540173,0,6.994922554027289,25000
DrQ-v2,SO101PlaceCan-v1,2,570.511478427019,0,6.668826732807792,30000
DrQ-v2,SO101PlaceCan-v1,2,671.2216724650207,0,12.447635642821842,35000
DrQ-v2,SO101PlaceCan-v1,2,771.6308262620223,0,11.238684563152493,40000
DrQ-v2,SO101PlaceCan-v1,2,874.3057423230202,0,9.332901838884572,45000
DrQ-v2,SO101PlaceCan-v1,2,972.0085709810228,0,6.1334065744886175,49798
DrQ-v2,SO101PlaceCan-v1,4,0.007153292004659306,0,-0.28238968413788823,0
DrQ-v2,SO101PlaceCan-v1,4,77.7178355510041,0,0.4249829072039574,5000
DrQ-v2,SO101PlaceCan-v1,4,175.17618090599717,0,0.8105435561737977,10000
DrQ-v2,SO101PlaceCan-v1,4,272.42024415999913,0,6.474773712467868,15000
DrQ-v2,SO101PlaceCan-v1,4,370.1473196980005,0,4.533696955500636,20000
DrQ-v2,SO101PlaceCan-v1,4,468.495880233997,0,11.421014726441353,25000
DrQ-v2,SO101PlaceCan-v1,4,567.5111534940006,0,9.669482162734493,30000
DrQ-v2,SO101PlaceCan-v1,4,665.868317600005,0,16.188884873781355,35000
DrQ-v2,SO101PlaceCan-v1,4,765.1353775030075,0,15.45702107376419,40000
DrQ-v2,SO101PlaceCan-v1,4,865.4898845820062,0,12.847549809489283,45000
DrQ-v2,SO101PlaceCan-v1,4,966.4168098730079,0,16.01760261694435,50000
DrQ-v2,SO101PlaceCan-v1,4,972.0130901970115,0,6.496382937952876,50280
DrQ-v2,SO101PlaceCan-v1,3,0.007220980005513411,0,-2.240386409124767,0
DrQ-v2,SO101PlaceCan-v1,3,78.74743607301207,0,-0.312613206153037,5000
DrQ-v2,SO101PlaceCan-v1,3,176.19617015701078,0,3.127519532945007,10000
DrQ-v2,SO101PlaceCan-v1,3,275.52517988001637,0,-0.21699155939277262,15000
DrQ-v2,SO101PlaceCan-v1,3,374.22436180401564,0,7.494037368427962,20000
DrQ-v2,SO101PlaceCan-v1,3,473.3474284840122,0,8.73608750589192,25000
DrQ-v2,SO101PlaceCan-v1,3,573.0686718670113,0,12.530314846592955,30000
DrQ-v2,SO101PlaceCan-v1,3,674.3131650990108,0,8.135559817077592,35000
DrQ-v2,SO101PlaceCan-v1,3,775.0029295810091,0,15.22808820581995,40000
DrQ-v2,SO101PlaceCan-v1,3,877.5987605000118,0,8.968082115449942,45000
DrQ-v2,SO101PlaceCan-v1,3,972.0144220850125,0,15.132018273789436,49569
DrQ-v2,SO101PlaceCan-v1,5,0.0068891369955963455,0,-0.8403232030337676,0
DrQ-v2,SO101PlaceCan-v1,5,79.37805371899594,0,1.0402926970709814,5000
DrQ-v2,SO101PlaceCan-v1,5,174.70573381199938,0,0.28126672888174653,10000
DrQ-v2,SO101PlaceCan-v1,5,271.50305144300364,0,12.333838273410219,15000
DrQ-v2,SO101PlaceCan-v1,5,369.874357272005,0,3.9347101659863255,20000
DrQ-v2,SO101PlaceCan-v1,5,469.94192119800573,0,9.04654263393022,25000
DrQ-v2,SO101PlaceCan-v1,5,571.3615279790029,0,12.323602238413878,30000
DrQ-v2,SO101PlaceCan-v1,5,674.1438739069999,0,5.909864847839344,35000
DrQ-v2,SO101PlaceCan-v1,5,777.3590334760011,0,10.484209835063666,40000
DrQ-v2,SO101PlaceCan-v1,5,882.7527657020037,0,8.923380854190327,45000
DrQ-v2,SO101PlaceCan-v1,5,972.0037756340098,0,7.553190159454243,49216
BC,SO101PlaceCan-v1,2,0,43.75,16.233243942260742,0
BC,SO101PlaceCan-v1,1,0,25.0,1.251493215560913,0
BC,SO101PlaceCan-v1,3,0,31.25,12.235965728759766,0
BC,SO101PlaceCan-v1,4,0,25.0,8.216538429260254,0
BC,SO101PlaceCan-v1,5,0,18.75,4.879680633544922,0
