algorithm,task,seed,wall_time,success_rate,return,env_samples
Squint,SO101ReachCube-v1,1,2.745718363003107,0,12.708244323730469,0.0
Squint,SO101ReachCube-v1,1,116.83156697999948,100,46.34637451171875,100352.0
Squint,SO101ReachCube-v1,1,168.97473655199428,100,45.97150421142578,200704.0
Squint,SO101ReachCube-v1,1,221.1011645529943,100,46.25025177001953,300032.0
Squint,SO101ReachCube-v1,1,274.16127733999747,100,46.18018341064453,400384.0
Squint,SO101ReachCube-v1,1,328.03730533899216,100,46.65705108642578,500736.0
Squint,SO101ReachCube-v1,1,381.30626190199837,100,46.96659469604492,600064.0
Squint,SO101ReachCube-v1,1,435.2335175479966,100,46.35078430175781,700416.0
Squint,SO101ReachCube-v1,1,489.3627446850005,100,46.828330993652344,800768.0
Squint,SO101ReachCube-v1,1,542.9143345920093,100,46.35498809814453,900096.0
Squint,SO101ReachCube-v1,1,597.105812039008,100,46.54458999633789,1000448.0
Squint,SO101ReachCube-v1,1,651.0562462570088,100,47.019508361816406,1100800.0
Squint,SO101ReachCube-v1,1,704.3842874270122,100,46.489776611328125,1200128.0
Squint,SO101ReachCube-v1,1,758.2850810050077,100,46.64324951171875,1300480.0
Squint,SO101ReachCube-v1,1,812.2076811830048,100,47.16643524169922,1400832.0
Squint,SO101ReachCube-v1,1,865.680070086004,100,46.827064514160156,1500160.0
Squint,SO101ReachCube-v1,2,2.3364595090024523,0,4.070772647857666,0.0
Squint,SO101ReachCube-v1,2,74.7834270050007,100,45.93019104003906,100352.0
Squint,SO101ReachCube-v1,2,127.20162510700175,100,46.421791076660156,200704.0
Squint,SO101ReachCube-v1,2,179.67320616399957,100,46.27960968017578,300032.0
Squint,SO101ReachCube-v1,2,233.49924128800194,100,46.53974151611328,400384.0
Squint,SO101ReachCube-v1,2,287.50632177900115,100,46.58716583251953,500736.0
Squint,SO101ReachCube-v1,2,341.1668923489997,100,45.86361312866211,600064.0
Squint,SO101ReachCube-v1,2,395.37342481300584,100,46.53741455078125,700416.0
Squint,SO101ReachCube-v1,2,449.3066583580003,100,46.83403015136719,800768.0
Squint,SO101ReachCube-v1,2,502.8416809640039,100,45.71366882324219,900096.0
Squint,SO101ReachCube-v1,2,556.8633765150007,100,46.76892852783203,1000448.0
Squint,SO101ReachCube-v1,2,610.6369729270082,100,46.190155029296875,1100800.0
Squint,SO101ReachCube-v1,2,663.9740636360075,100,47.01298522949219,1200128.0
Squint,SO101ReachCube-v1,2,717.9271080880135,100,47.04502487182617,1300480.0
Squint,SO101ReachCube-v1,2,771.8594277170123,100,46.50965881347656,1400832.0
Squint,SO101ReachCube-v1,2,825.2872370950136,100,46.90889358520508,1500160.0
Squint,SO101ReachCube-v1,3,2.5098002389931935,0,12.725713729858398,0.0
Squint,SO101ReachCube-v1,3,74.52443606599263,100,45.9494743347168,100352.0
Squint,SO101ReachCube-v1,3,127.1196432519937,100,46.76971435546875,200704.0
Squint,SO101ReachCube-v1,3,179.8157456189947,100,46.39140319824219,300032.0
Squint,SO101ReachCube-v1,3,233.8753380470007,100,46.71906280517578,400384.0
Squint,SO101ReachCube-v1,3,287.9897187529932,100,46.67626190185547,500736.0
Squint,SO101ReachCube-v1,3,341.6935350259955,100,46.42743682861328,600064.0
Squint,SO101ReachCube-v1,3,396.07780125598947,100,46.53040313720703,700416.0
